id,tag,date,ocid,initiationType,language,buyer_id,buyer_name,tender_id,tender_title,tender_procurementMethodDetails,tender_status,tender_category,tender_province,tender_additionalProcurementCategories,tender_description,tender_mainProcurementCategory,tender_specialConditions,tender_procurementMethod,tender_deliveryLocation,tender_value_amount,tender_value_currency,tender_tenderPeriod_endDate,tender_tenderPeriod_startDate,tender_contactPerson_name,tender_contactPerson_email,tender_contactPerson_faxNumber,tender_contactPerson_telephoneNumber,tender_briefingSession_date,tender_briefingSession_venue,tender_briefingSession_isSession,tender_briefingSession_compulsory,tender_procuringEntity_id,tender_procuringEntity_name,planning_rationale,planning_budget_description
ocds-9t57fa-516-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-516,tender,en-za,697,Umzinyathi District Municipality,516,Q01597,Request for Quotation,complete,Services: General,KwaZulu-Natal,services,"Appointment of a service provider for VIP catering service at uMvoti IDP roadshows, this include breakfast for 130, lunch 130 guests and refreshments.",services,N/A,open, -  -  - ,0,ZAR,2021-05-10T12:00:00Z,2021-05-05T00:00:00Z,Miss Mpume Kheswa,kheswan@umzinyathi.gov.za,,034 219 1516/1500,0001-01-01T00:00:00Z,N/A,false,false,697,Umzinyathi District Municipality,, - 
ocds-9t57fa-520-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-520,tender,en-za,697,Umzinyathi District Municipality,520,Q01632,Request for Quotation,complete,Services: General,KwaZulu-Natal,services,"Appointment of a service provider for VIP catering service at Endumeni IDP roadshows, this include breakfast for 130, lunch 130 guests and refreshments.",services,N/A,open, -  -  - ,0,ZAR,2021-05-10T12:00:00Z,2021-05-05T00:00:00Z,Miss Mpume Kheswa,kheswan@umzinyathi.gov.za,,034 219 1516/1500,0001-01-01T00:00:00Z,N/A,false,false,697,Umzinyathi District Municipality,, - 
ocds-9t57fa-525-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-525,tender,en-za,89,Dawid kruiper Local Municipality,525,TN013/2021,Request for Quotation,complete,Services: General,Northern Cape,services,"Supply,Installation And Rental Of Vehicle Tracking System For Three (3) Years",services,N/A,open, -  -  - ,0,ZAR,2021-06-04T14:00:00Z,2021-05-05T00:00:00Z,Mr Charl April,gerhard.april@dkm.gov.za,,054 338 7357,0001-01-01T00:00:00Z,N/A,false,false,89,Dawid kruiper Local Municipality,, - 
ocds-9t57fa-527-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-527,tender,en-za,89,Dawid kruiper Local Municipality,527,TN009/2021,Request for Quotation,complete,Services: General,Northern Cape,services,"Supply, Delivery, Installation And Maintenance Of Photocopier Machines On A 3 Year Operational Lease And Maintenance Agreement To Dawid Kruiper Municipality",services,N/A,open, -  -  - ,0,ZAR,2021-06-04T14:00:00Z,2021-05-05T00:00:00Z,Mr Klasie Makatong,klasie.makatong@dkm.gov.za,,054 338 7014,0001-01-01T00:00:00Z,N/A,false,false,89,Dawid kruiper Local Municipality,, - 
ocds-9t57fa-53-2021-01-20T00:00:00Z,compiled,2021-01-20T00:00:00Z,ocds-9t57fa-53,tender,en-za,534,Passenger Rail Agency of South Africa,53,PR10318484,Request for Proposal,active,Services: General,Western Cape,services,Supply and Delivery of Thermal Transfer Ticketing Printers,services,N/A,open, -  -  - ,0,ZAR,2021-01-28T12:00:00Z,2021-01-20T00:00:00Z,Faniswa Mbunje,FMbunje@prasa.com,,021 449 3012,0001-01-01T00:00:00Z,N/A,false,false,534,Passenger Rail Agency of South Africa,, - 
ocds-9t57fa-539-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-539,tender,en-za,251,Independent Communications Authority of South Africa (ICASA),539,ICASA 43/2020,Request for Proposal,complete,Services: General,National,services,"APPOINTMENT OF A SERVICE PROVIDER(S) FOR OFFICE SPACE PLANNING, INTERIOR DESIGN/DECORATION, FIT-OUTS, INSTALLATIONS AND RELATED SERVICES AT ICASA’S OFFICE PREMISES FOR A PERIOD OF FIVE (5) YEARS ON AN 80/20 PPPFA 2000, PREFERENTIAL PROCUREMENT REGULATION: 2017",services,N/A,open, -  -  - ,0,ZAR,2021-05-21T11:00:00Z,2021-05-05T00:00:00Z,Samuel Siziba,BidAdministration@icasa.org.za,,012 568 3629,2021-05-14T11:00:00Z,N/A,true,true,251,Independent Communications Authority of South Africa (ICASA),, - 
ocds-9t57fa-542-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-542,tender,en-za,167,ESKOM,542,MPGXC006223R,Request for Proposal,complete,Services: General,National,services,The Maintenance of Unit 1 - 6 Cooling Towers and Ductings at Arnot Power Station for a period of three (3) years,services,N/A,open, -  -  - ,0,ZAR,2021-06-10T10:00:00Z,2021-05-05T00:00:00Z,Lebogang Letsholo,LetshoPL@eskom.co.za,,013 296 3609,0001-01-01T00:00:00Z,N/A,false,false,167,ESKOM,, - 
ocds-9t57fa-546-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-546,tender,en-za,620,South African Nuclear Energy Corporation Limited,546,PEL-2021-RFQ-0005,Request for Proposal,complete,Services: General,National,services,CONSTRUCTION RESOURCES SUPPORT SERVICES – PIPING INSTALLATION,services,N/A,open, -  -  - ,0,ZAR,2021-06-04T11:00:00Z,2021-05-05T00:00:00Z,Buyani Nsibande,SCM@necsa.co.za,,012 305 6072,0001-01-01T00:00:00Z,N/A,false,false,620,South African Nuclear Energy Corporation Limited,, - 
ocds-9t57fa-550-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-550,tender,en-za,274,Johannesburg Development Agency,550,JDA INNER CITY RANKS CN/00,Request for Proposal,complete,Services: General,Gauteng,services,RFP_Inner City Ranks_ Reviewed Land survey,services,N/A,open, -  -  - ,0,ZAR,2021-05-07T12:00:00Z,2021-05-05T00:00:00Z,Yandisa Dinga,ydinga@jda.org.za,,011 688 7878,0001-01-01T00:00:00Z,https://www.jda.org.za/rfq/inner-city-ranks-land-survey-metro-mall-taxi-rank/,false,false,274,Johannesburg Development Agency,, - 
ocds-9t57fa-561-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-561,tender,en-za,745,Department of Rural Development & Land Reform,561,SSC WC 04 (2021/2022) DALRRD,Request for Proposal,complete,Services: General,National,services,"The appointment of a service provider to supply 0.25m GSD digital colour aerial imagery in Upington to the Chief Directorate:  National Geospatial Information, Rhodes Avenue, Mowbray, Cape Town. ",services,N/A,open, -  -  - ,0,ZAR,2021-05-21T11:00:00Z,2021-05-05T00:00:00Z,Mr Lincoln Mathebula ,Lincoln.mathebula@dalrrd.gov.za,,021 409 0523,2021-05-10T11:00:00Z,N/A,true,true,745,Department of Rural Development & Land Reform,, - 
ocds-9t57fa-566-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-566,tender,en-za,92,"Department of Agriculture, Land Reform & Rural Development",566,SSC WC 01 (2021/2022) DALRRD,Request for Proposal,complete,Services: General,National,services,"The appointment of a service provider to supply 0.25m GSD digital colour aerial imagery in Willston to the Chief Directorate:  National Geospatial Information, Rhodes Avenue, Mowbray, Cape Town. ",services,N/A,open, -  -  - ,0,ZAR,2021-05-21T11:00:00Z,2021-05-05T00:00:00Z,Lincoln Mathebula,Lincoln.mathebula@dalrrd.gov.za,,021 409 0523,2021-05-10T11:00:00Z,N/A,true,true,92,"Department of Agriculture, Land Reform & Rural Development",, - 
ocds-9t57fa-572-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-572,tender,en-za,470,National Research Foundation,572,iLABS/RFQ 2021/22:15,Request for Information,complete,Services: General,National,services,Supply and delivery Nalgene Rectangular HDPE Carboys without Spigots.,services,N/A,open, -  -  - ,0,ZAR,2021-05-21T11:00:00Z,2021-05-05T00:00:00Z,Lab,scm@tlabs.ac.za,,+27 (0) 21 843 - 1000,0001-01-01T00:00:00Z,N/A,false,false,470,National Research Foundation,, - 
ocds-9t57fa-574-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-574,tender,en-za,617,South African National Parks,574,KNP-004-21,Request for Proposal,complete,Services: General,National,services,APPOINTEMENT OF A SERVICE PROVIDER FOR MAINTENANCE AND SERVICING OF COMMERCIAL LAUNDRY MACHINES IN THE KRUGER NATIONAL PARK FOR THE  PERIOD OF THREE (3) YEARS,services,N/A,open, -  -  - ,0,ZAR,2021-06-08T11:00:00Z,2021-05-05T00:00:00Z,ERNEST HLUNGWANI,ernest.hlungwani@sanparks.org,,013 735 4311,0001-01-01T00:00:00Z,N/A,false,false,617,South African National Parks,, - 
ocds-9t57fa-579-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-579,tender,en-za,617,South African National Parks,579,KNP-006-21,Request for Proposal,complete,Services: General,National,services,"APPOINTMENT OF A SERVICE PROVIDER FOR THE SUPPLY, DELIVERY AND  MAINTENANCE OF LAUNDRY MACHINERY IN THE KRUGER NATIONAL PARK FOR THE  PERIOD OF FIVE (5) YEARS",services,N/A,open, -  -  - ,0,ZAR,2021-06-17T11:00:00Z,2021-05-05T00:00:00Z,ERNEST HLUNGWANI,ernest.hlungwani@sanparks.org,,013 735 4311,0001-01-01T00:00:00Z,N/A,false,false,617,South African National Parks,, - 
ocds-9t57fa-586-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-586,tender,en-za,470,National Research Foundation,586,iLABS/RFQ 2021/22:14,Request for Information,complete,Services: General,Western Cape,services,Supply and Delivery of Disposable Overall and High Risk Gloves or Equivalent,services,N/A,open, -  -  - ,0,ZAR,2021-05-19T11:00:00Z,2021-05-05T00:00:00Z,khanyisa maqwara,21,,,0001-01-01T00:00:00Z,N/A,false,false,470,National Research Foundation,, - 
ocds-9t57fa-66026-2021-04-01T00:00:00Z,compiled,2021-04-01T00:00:00Z,ocds-9t57fa-66026,tender,en-za,98,DEPARTMENTOF COMMUNICATIONS AND DIGITAL TECHNOLOGIES,66026,RFQ/02/2022,Request for Bid(Limited-Tender,active,"Professional, scientific and technical activities",National,consultingServices,Data Analysis-Online newspaper subscription,,N/A,limited,1166 PARK STREET - HATFIELD - PRETORIA - 0001,0,ZAR,2021-04-06T11:00:00Z,2021-04-01T00:00:00Z,LUTHER LEBELO,llebelo@dcdt.gov.za,,012-427-8156,0001-01-01T00:00:00Z,N/A,false,false,98,DEPARTMENTOF COMMUNICATIONS AND DIGITAL TECHNOLOGIES,, - 
ocds-9t57fa-10254-2021-11-05T00:00:00Z,compiled,2021-11-05T00:00:00Z,ocds-9t57fa-10254,tender,en-za,215,Gauteng - Officer of the Premier,10254,GT/OOP/113/2021,Request for Proposal,cancelled,Services: Professional,Gauteng,consultingServices,APPOINTMENT OF A SERVICE PROVIDER FOR THE DEVELOPMENT OF N12 CORRIDOR MASTER PLAN FOR A PERIOD OF 8 MONTHS,,N/A,open,Fox Street - Marshalltown - JOHANNESBURG - 2107,0,ZAR,2021-12-03T11:00:00Z,2021-11-05T00:00:00Z,James Litchfield,James.Litchfield@gauteng.gov.za,011-689-6969,011-689-6969,2021-11-12T10:00:00Z,https://teams.microsoft.com/l/meetupjoin/ 19%3ameeting_NzRhZjA4NGUtYzhlMy00YzliLTg2NjYtNzE0OGY5MDQ5Z,true,false,215,Gauteng - Officer of the Premier,, - 
ocds-9t57fa-10270-2021-11-05T00:00:00Z,compiled,2021-11-05T00:00:00Z,ocds-9t57fa-10270,tender,en-za,212,Gauteng - Health,10270,GT/GDH/109/2021,Request for Proposal,active,Services: Professional,Gauteng,consultingServices,THE APPOINTMENT OF A SERVICE PROVIDER FOR THE DISTRIBUTION OF PHARMACEUTICAL ITEMS TO THE GAUTENG HEALTHCARE FACILITIES FOR THE MEDICAL SUPPLIES DEPOT FOR A PERIOD OF THREE YEARS,,BRIEFING SESSION HIGHLY RECOMMENDED,open,45 Commissioner Street - Marshalltown - JOHANNESBURG - 2107,0,ZAR,2021-11-26T11:00:00Z,2021-11-05T00:00:00Z,Lindiwe Sehume/Sheriff Lecholo,lindiwe.sehume@gauteng.gov.za,011-241-5866,011-241-5866,2021-11-12T10:00:00Z,GDOH Medical Supplies Depot 35 Plunkett Ave Hurst Hill Aucklandpark,true,false,212,Gauteng - Health,, - 
ocds-9t57fa-10344-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10344,tender,en-za,411,Mohokare Local Municipality,10344,SCM/MOH/16/2021,Request for Bid(Open-Tender),complete,Architectural and engineering activities; technical testing and analysis,Free State,works,Appointment of an Approved Personal Person (APP) for the development of dam safety reports for a period of three (3) years,works,N/A,open,Hoofd Street - Zastron - Zastron - 9950,0,ZAR,2021-11-30T14:00:00Z,2021-10-29T00:00:00Z,Mr. S Shamase,mohokarepmu@gmail.com,051-673-1550,074-085-3384,2021-11-08T11:00:00Z,Zastron Town Hall,true,true,411,Mohokare Local Municipality,, - 
ocds-9t57fa-10368-2021-11-05T00:00:00Z,compiled,2021-11-05T00:00:00Z,ocds-9t57fa-10368,tender,en-za,212,Gauteng - Health,10368,GT/GDH/114/2021,Request for Proposal,active,Supplies: Medical,Gauteng,goods,"THE SUPPLY, DELIVERY, INSTALLATION, COMMISSIONING AND MAINTENANCE OF FIBREOPTIC ENDOSCOPIC EVALUATION OF SWALLOW (FEES) FOR CHRIS HANI BARAGWANATH ACADEMIC HOSPITAL",goods,"Pre-qualification criteria for Preferential Procurement

In terms of the Preferential Procurement Regulations,2017 par 4(1)(a) or 4(1)(b) Therefore, only bidders that meet one of the following criteria:
1.  Level 1 to 6 B-BBEE Status level of Contributor 
                       or
2. Exempted Micro Enterprise ( EME) or QSE",open,45 Commissioner Street - Marshalltown - JOHANNESBURG - 2107,0,ZAR,2021-11-26T11:00:00Z,2021-11-05T00:00:00Z,Mzimkhulu Gunundu,gunundu.mzimkhulu@gauteng.gov.za,011-241-5755,011-241-5755,2021-11-12T10:00:00Z,"CHRIS HANI BARAGWANATH ACADEMIC HOSPITAL, CLINICAL SKILLS UNIT WITS LEARNING CENTRE",true,true,212,Gauteng - Health,, - 
ocds-9t57fa-10370-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10370,tender,en-za,555,Public Works,10370,PLK21/51,Request for Proposal,cancelled,Services: General,Limpopo,services,Panel of contractors: Preventative & corrective maintenance of air conditioners and refrigerations in Vhembe area for 24 months,services,"This bid will comply with prequalification criteria for Preferential Procurement. Tenderers having B-BBEE level 1 and 2, EME or QSE will comply. The documents will be sold for R 200.00 if not downloaded from www.etenders.gov.za/www.publicworks.gov.za. Documents will be sold on Mondays, Wednesdays and Fridays from 8h00 to 15h00 at 78 Hans Van Rensburg, Old Mutual Building. CIDB Grading required: 3 ME or higher",open,78 Hans van Rensburg Street - Polokwane - Polokwane - 0700,0,ZAR,2021-11-23T11:00:00Z,2021-10-29T00:00:00Z,Thato Morifi,Thato.Morifi@dpw.gov.za,,015-293-8012,0001-01-01T00:00:00Z,N/A,false,false,555,Public Works,, - 
ocds-9t57fa-10390-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10390,tender,en-za,471,National School of Government,10390,NSG/BID/03/2021/22,Request for Bid(Open-Tender),active,Services: Professional,National,consultingServices,PROVISIONING OF AN INTERNAL AUDIT SERVICE FOR THE NATIONAL SCHOOL OF GOVERNMENT (NSG) FOR 3 YEARS,,"AS PER TENDER DOCUMENT, ONLY BIDS FROM EME AND QSE SUPPLIERS AT CONTRIBUTION LEVEL 1 TO 3 WILL BE ACCEPTED.",open,70 Meintjies Street - please use entrance in Greef Street - Sunnyside - Pretoria - 0001,0,ZAR,2021-11-19T11:00:00Z,2021-10-29T00:00:00Z,Anet de Beer,Annetha.debeer@thensg.gov.za,,012-441-6708,0001-01-01T00:00:00Z,N/A,false,false,471,National School of Government,, - 
ocds-9t57fa-10413-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10413,tender,en-za,252,Independent Development Trust,10413,IDTCNMENTOR202109/ CAT01ECAR/01/2021,Request for Proposal,complete,Services: Professional,Eastern Cape,consultingServices," ERRATUM :THE REQUEST FOR PROPOSALS FROM QUALIFYING REGISTERED AND EXPERIENCED MENTORSHIP ENTITIES FOR PROVISION OF PROFESSIONAL CONSTRUCTION MENTORING SERVICES IN THE CONSTRUCTION OF INDUSTRIAL KITCHENS AND RELATED HOSPITALITY FACILTIES AT KING DALINDYEBO AND KING HINTSA TVET COLLEGES UNDER THE IDT CONTRACTOR DEVELOPMENT PROGRAMME  IN THE EASTERN CAPE PROVINCE IS HEREBY AMENDED:
1. TO SEPARATE PART C 2 INTO PART C2A AND PART C2B, IN ORDER TO ALLOW BIDDERS TO QUOTE THE TWO PROJECTS SEPARATELY AS PER THE REVISED TEMS OF REFEENCE.  
",,"QUALIFYING REGISTERED AND EXPERIENCED MENTORSHIP ENTITIES FOR PROVISION OF PROFESSIONAL CONSTRUCTION MENTORING SERVICES IN THE CONSTRUCTION OF INDUSTRIAL KITCHENS AND RELATED HOSPITALITY FACILTIES AT KING DALINDYEBO AND KING HINTSA TVET COLLEGES UNDER THE IDT CONTRACTOR DEVELOPMENT PROGRAMME  IN THE EASTERN CAPE PROVINCE IS HEREBY AMENDED:
1. TO SEPARATE PART C 2 INTO PART C2A AND PART C2B, IN ORDER TO ALLOW BIDDERS TO QUOTE THE TWO PROJECTS SEPARATELY AS PER THE REVISED TEMS OF REFEENCE.  
",open,King Sabatha Street - Mthatha  - Mthatha & Butteworth - 5099,0,ZAR,2021-11-05T11:00:00Z,2021-10-29T00:00:00Z,Siyanda Koko,SiyandaK@idt.org.za,086-574-8862,043-711-6000,2021-11-02T10:00:00Z,https://idt-org-za.zoom.us/j/97804520917?pwd=YjRsejBiK29ibW82OXNKOW1zYm1Fdz09   ,true,true,252,Independent Development Trust,, - 
ocds-9t57fa-10421-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10421,tender,en-za,271,Joe Gqabi District Municipality,10421,JGDM2021/22-006,Request for Bid(Open-Tender),complete,Supplies: Electrical Equipment,Eastern Cape,goods,SUPPLY AND DELIVERY OF ELECTRICAL SPARES FOR A PERIOD OF THREE YEARS AS AND WHEN REQUIRED,goods,TO BE FOUND IN THE BID DOCUMENT,open,CNR COLE AND GRAHAM STREET - BARKLY EAST - BARKLY EAST - 9786,0,ZAR,2021-11-15T12:00:00Z,2021-10-29T00:00:00Z,KEITUMETSE SEBOKO,keitu@jgdm.gov.za,,045-979-3145,0001-01-01T00:00:00Z,N/A,false,false,271,Joe Gqabi District Municipality,, - 
ocds-9t57fa-10437-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10437,tender,en-za,44,Cape Agulhas Municipality,10437,Q14-2021-22,Request for Bid(Open-Tender),active,Services: General,Western Cape,services,COMPACTOR TRUCK TAILGATE REPAIRS WITH BLADE AND SLIDE,services,N/A,open,1 Dirkie Uys Street - Bredasdorp - Bredasdorp - 7280,0,ZAR,2021-11-12T12:00:00Z,2021-10-29T00:00:00Z,Geraldine Koopman,geraldinek@capeagulhas.gov.za,,028-425-5500,0001-01-01T00:00:00Z,N/A,false,false,44,Cape Agulhas Municipality,, - 
ocds-9t57fa-10445-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10445,tender,en-za,603,South African Diamond and Precious Metals Regulator,10445,RFQ06/10/2021,Request for Proposal,complete,"Financial service activities, except insurance and pension funding",Gauteng,consultingServices,REQUEST FOR PROPOSALS FOR FINANCIAL REPORTING SYSTEMS AT THE SOUTH AFRICAN DIAMOND AND PRECIOUS METALS REGULATOR.,,RESPONSES TO BE FORWARDED BY EMAIL,open,48 BONAERO DRIVE - BONAERO PARK - KEMPTON PARK - 1622,0,ZAR,2021-11-10T11:00:00Z,2021-10-29T00:00:00Z,Thokozilem@sadpmr.co.za,Thokozilem@sadpmr.co.za,,011-223-7098,0001-01-01T00:00:00Z,N/A,false,false,603,South African Diamond and Precious Metals Regulator,, - 
ocds-9t57fa-10449-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10449,tender,en-za,603,South African Diamond and Precious Metals Regulator,10449,RFQ06/10/2021,Request for Proposal,complete,"Financial service activities, except insurance and pension funding",Gauteng,consultingServices,REQUEST FOR PROPOSALS FOR FINANCIAL REPORTING SYSTEMS AT THE SOUTH AFRICAN DIAMOND AND PRECIOUS METALS REGULATOR.,,RESPONSES TO BE FORWARDED BY EMAIL,open,48 BONAERO DRIVE - BONAERO PARK - KEMPTON PARK - 1622,0,ZAR,2021-11-10T11:00:00Z,2021-10-29T00:00:00Z,Thokozilem@sadpmr.co.za,Thokozilem@sadpmr.co.za,,011-223-7098,0001-01-01T00:00:00Z,N/A,false,false,603,South African Diamond and Precious Metals Regulator,, - 
ocds-9t57fa-10459-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10459,tender,en-za,155,Elundini Local Municipality,10459,ELM-6/009/2021-2022,Request for Bid(Open-Tender),complete,"Travel agency, tour operator, reservation service and related activities",Eastern Cape,"""""",STRATEGIC PRIVATE PARTNER FOR INVESTMENT FASCILITATION AND IMPLEMENTING AGENT FOR UGIE AGRO HUB DEVELOPMENT,,NO,open,1 Seller Street - Maclear - Nqanqarhu - 5480,0,ZAR,2021-11-22T12:00:00Z,2021-10-29T00:00:00Z,Ms H Mduzulwana,hlubikazi@elundini.gov.za,,045-932-8125,0001-01-01T00:00:00Z,N/A,false,false,155,Elundini Local Municipality,, - 
ocds-9t57fa-10477-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10477,tender,en-za,313,Kwa-Zulu Natal - Ithala Development Finance Corporation,10477,RFP 12/21,Request for Proposal,complete,Activities of head offices; management consultancy activities,KwaZulu-Natal,consultingServices,"APPOINTMENT OF A SERVICE PROVIDER FOR THE DESIGN, UPGRADE, CONFIGURATION AND OPERATION (36 MONTHS) OF ACCREDITED SHARED CHEMICAL AND CLEANING DETERGENT PRODUCTION FACILITIES IN THE KWA-ZULU NATAL PROVINCE",,"SITE ONE: KWAMASHU - Virtually non compulsory
DATE - 05 November 2021 at 12:00pm
Non-compulsory online briefing session, bidders are requested to email tenders@ithala.co.za by no later than 03 November 2021 to register their interest.",open,"29 SIGNAL ROAD, POINT WATERFRONT - DURBAN - DURBAN - 4000",0,ZAR,2021-11-22T11:00:00Z,2021-10-29T00:00:00Z,SCM,tenders@ithala.co.za,,031-907-8911,2021-11-08T12:00:00Z,Gamalakhe Traders Village 492 Ray Nkonyeni Road Gamalakhe Township 4249,true,true,313,Kwa-Zulu Natal - Ithala Development Finance Corporation,, - 
ocds-9t57fa-10492-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10492,tender,en-za,16,Amajuba District Municipality,10492,Q2021/46,Request for Quotation,complete,Supplies: General,KwaZulu-Natal,goods,SUPPLY AND DELIVERY OF SUBMERSIBLE BOREHOLE PUMPS AND MOTORS,goods,N/A,open,"B9356 Amajuba Road, Section 1 - Madadeni - Madadeni - 2951",0,ZAR,2021-11-05T12:00:00Z,2021-10-29T00:00:00Z,Sibusiso Shezi,sibusisos@amajuba.gov.za,,034-329-7200,0001-01-01T00:00:00Z,N/A,false,false,16,Amajuba District Municipality,, - 
